0, 6.5696E-4, 0.0, 0.0, 1
0, 0.0065696, 0.0, 0.0, 10
0, 0.0131392, 0.0, 0.0, 20
510, 0.3663619, 542.0, 17.0, 30
540, 0.3863606, 675.95, 13.5, 40
540, 0.4089225, 791.4, 10.800000000000002, 50
900, 0.66035524, 602.9999999999998, 15.0, 60
930, 0.6779904, 673.0, 13.285714285714286, 70
960, 0.71117248, 736.0374999999998, 12.0, 80
1080, 0.80305656, 738.0111111111111, 12.0, 90
1080, 0.8093772, 806.86, 10.8, 100
1080, 0.80922488, 879.8545454545455, 9.81818181818182, 110
1170, 0.8477432, 904.825, 9.750000000000004, 120
1140, 0.8543128, 967.5076923076923, 9.000000000000002, 130
1080, 0.8463672, 1024.5785714285714, 7.714285714285714, 140
1200, 0.90488432, 1061.8999999999996, 8.0, 150
1200, 0.9097112, 1122.2062500000002, 7.5, 160
1200, 0.90955888, 1180.3823529411768, 7.0588235294117645, 170
1260, 0.92880768, 1218.4944444444445, 7.0, 180
1260, 0.93158396, 1276.2578947368427, 6.6315789473684195, 190
1260, 0.92822308, 1333.3500000000006, 6.3, 200
1260, 0.96355692, 1363.719047619048, 6.0, 210
1260, 0.967139, 1418.9409090909091, 5.727272727272727, 220
1260, 0.96411736, 1474.4304347826085, 5.4782608695652195, 230
1200, 0.99015152, 1491.3708333333334, 5.0, 240
1200, 0.99323568, 1543.876, 4.799999999999998, 250
1200, 0.99308336, 1597.653846153846, 4.615384615384613, 260
1320, 0.9760887, 1649.0666666666666, 4.888888888888889, 270
1260, 0.97572326, 1691.8035714285713, 4.560714285714289, 280
1080, 0.9505207, 1690.9931034482756, 3.7241379310344827, 290
1200, 1.02608368, 1749.606666666667, 4.0, 300
