0, 6.5696E-4, 0.0, 0.0, 1
0, 0.0065696, 0.0, 0.0, 10
270, 0.20421645, 644.05, 13.5, 20
540, 0.4004214, 508.0, 18.0, 30
570, 0.4206729, 633.225, 14.25, 40
810, 0.6039169, 557.5800000000002, 16.2, 50
945, 0.68408, 581.4499999999999, 15.75, 60
960, 0.7228096, 648.9571428571427, 13.714285714285714, 70
1050, 0.77565306, 687.9250000000001, 13.125, 80
1080, 0.81831096, 734.6222222222224, 12.0, 90
1080, 0.82189304, 805.53, 10.799999999999997, 100
1155, 0.84290963, 853.7636363636364, 10.5, 110
1185, 0.8629624, 902.0, 9.875000000000004, 120
1170, 0.8671128, 966.376923076923, 8.999999999999998, 130
1215, 0.89159143, 1014.85, 8.678571428571427, 140
1200, 0.9209208, 1058.8666666666666, 8.0, 150
1200, 0.92325808, 1121.1812499999992, 7.5, 160
1155, 0.92712715, 1159.4999999999993, 6.794117647058823, 170
1260, 0.94641108, 1215.5277777777774, 7.0, 180
1260, 0.94610336, 1275.5315789473677, 6.631578947368421, 190
1170, 0.95721145, 1305.0100000000002, 5.85, 200
1260, 0.97948652, 1360.8999999999994, 6.0, 210
1260, 0.98132588, 1418.3681818181813, 5.727272727272725, 220
1125, 0.94767805, 1433.9478260869564, 4.891304347826089, 230
1200, 1.0036984, 1488.9958333333327, 5.0, 240
1200, 1.0065336, 1543.7320000000004, 4.800000000000001, 250
1275, 1.01295147, 1598.4653846153844, 4.903846153846156, 260
1350, 0.9967149, 1654.077777777778, 5.0, 270
1245, 0.9849623, 1685.7928571428572, 4.446428571428569, 280
1140, 0.9967574, 1693.9724137931034, 3.9310344827586206, 290
1200, 1.04037744, 1748.2833333333333, 4.0, 300
