19, 0.0200738, 474.0, 19.0, 1
190, 0.20037366, 474.0, 19.0, 10
380, 0.39928996, 474.75, 19.0, 20
570, 0.59820626, 475.73333333333335, 19.0, 30
760, 0.79712256, 476.3, 19.0, 40
900, 0.91187844, 518.4, 18.0, 50
960, 0.99499328, 570.9666666666667, 16.0, 60
980, 1.00449704, 654.5428571428572, 14.0, 70
960, 1.00962624, 740.2624999999999, 12.0, 80
970, 1.0049427, 825.2444444444443, 10.777777777777779, 90
929, 1.00752471, 904.56, 9.29, 100
970, 1.0081683, 989.2545454545455, 8.818181818181817, 110
960, 1.01947328, 1067.4416666666664, 8.0, 120
910, 1.01429305, 1137.553846153846, 7.0, 130
980, 1.01578664, 1224.1357142857144, 7.0, 140
900, 1.01862955, 1283.5066666666664, 6.0, 150
960, 1.02932032, 1368.2937500000005, 6.0, 160
850, 1.02048474, 1411.252941176471, 5.0, 170
899, 1.02990889, 1493.394444444445, 4.994444444444445, 180
950, 1.03675158, 1575.594736842105, 5.0, 190
924, 1.02385, 1633.0449999999994, 4.624999999999999, 200
839, 1.02536314, 1666.6619047619047, 3.9952380952380953, 210
880, 1.03892734, 1745.168181818182, 4.0, 220
920, 1.04686104, 1823.6304347826087, 4.0, 230
959, 1.04309579, 1902.0291666666667, 3.995833333333333, 240
929, 1.03171671, 1945.824, 3.716, 250
779, 1.03645796, 1921.7807692307692, 2.9961538461538453, 260
810, 1.03447018, 1994.974074074074, 3.0, 270
840, 1.04856462, 2067.921428571429, 3.0, 280
870, 1.06198598, 2140.931034482761, 3.0, 290
900, 1.06406084, 2213.963333333334, 3.0, 300
