0, 6.5696E-4, 0.0, 0.0, 1
190, 0.1486307, 483.5, 19.0, 10
380, 0.29526972, 484.0, 19.0, 20
570, 0.44141082, 484.7, 19.0, 30
760, 0.58730296, 485.875, 19.0, 40
865, 0.6753402, 522.36, 17.300000000000008, 50
960, 0.75421248, 567.4166666666669, 16.0, 60
1035, 0.7939449, 618.3571428571429, 14.785714285714286, 70
1040, 0.8316168, 675.1749999999998, 13.0, 80
1080, 0.8668144, 731.8333333333334, 12.0, 90
1100, 0.8887034, 787.16, 11.0, 100
1100, 0.8976494, 841.5909090909091, 10.0, 110
1195, 0.9157752, 900.9416666666665, 9.958333333333336, 120
1170, 0.94626034, 951.7, 9.0, 130
1120, 0.93477645, 999.45, 8.0, 140
1200, 0.97386352, 1058.24, 8.0, 150
1120, 0.9565015, 1099.9375, 7.0, 160
1190, 0.99844678, 1157.9647058823532, 7.0, 170
1260, 1.00236072, 1215.9666666666665, 7.0, 180
1140, 0.9832214, 1249.9157894736843, 6.0, 190
1200, 1.022396, 1311.1, 6.0, 200
1260, 1.02631992, 1371.6380952380953, 6.0, 210
1140, 0.99356328, 1401.0863636363633, 5.186363636363635, 220
1150, 1.0149659, 1452.2695652173913, 5.0, 230
1200, 1.04269936, 1511.0625, 5.0, 240
1250, 1.0465709, 1569.84, 5.0, 250
1300, 1.03672056, 1628.5115384615385, 5.0, 260
1080, 1.0007143, 1620.9925925925925, 4.0, 270
1120, 1.0268456, 1678.4214285714286, 4.0, 280
1160, 1.0583872, 1737.7275862068966, 4.0, 290
1200, 1.06419184, 1797.02, 4.0, 300
