2, 9.69017E-4, 1000, 1
2620, 0.12165826, 61, 10
2220, 0.24212494, 62, 20
2805, 0.36116074, 63, 30
2410, 0.48167364, 62, 40
2955, 0.59807013, 64, 50
2075, 0.682306944, 65, 60
20015, 0.753570633, 69, 70
20725, 0.806434091, 71, 80
21030, 0.828654846, 80, 90
21400, 0.856350824, 86, 100
21550, 0.869912254, 95, 110
22120, 0.912030664, 97, 120
22090, 0.908617774, 108, 130
22450, 0.938783738, 104, 140
22300, 0.928542156, 121, 150
