2, 9.69017E-4, 1000, 1
20, 0.00709817, 1000, 10
2060, 0.21550452, 65, 20
262, 0.013736305, 1999, 30
2120, 0.4309487, 65, 40
2560, 0.25275129, 113, 50
2700, 0.61292844, 68, 60
2540, 0.532001093, 92, 70
20080, 0.71059344, 81, 80
2840, 0.694263862, 91, 90
21100, 0.779668836, 90, 100
21740, 0.82771144, 74, 110
21600, 0.816003576, 103, 120
24080, 0.993435558, 100, 130
22040, 0.84636546, 116, 140
24040, 0.990892928, 101, 150
