26, 0.01904648, 605, 1
260, 0.18988219, 605, 10
220, 0.37875988, 605, 20
280, 0.56759739, 605, 30
240, 0.75645499, 605, 40
250, 0.879632, 650, 50
240, 0.9815424, 699, 60
240, 1.00573473, 798, 70
280, 1.0026368, 911, 80
210, 1.00435576, 1026, 90
200, 1.00600856, 1139, 100
280, 1.0074752, 1253, 110
240, 1.0194144, 1367, 120
280, 1.01097576, 1481, 130
240, 1.0243504, 1595, 140
229, 1.014084, 1709, 150
