2, 0.00969017, 1000, 1
20, 0.0709817, 1000, 10
260, 0.255114, 552, 20
260, 0.2724518, 530, 30
220, 0.510228, 552, 40
220, 0.5377306, 1001, 50
200, 0.671099, 629, 60
260, 0.70997184, 625, 70
2040, 0.7804856, 731, 80
2040, 0.7870552, 730, 90
2100, 0.83510604, 863, 100
2100, 0.83918604, 907, 110
2180, 0.855756, 994, 120
2180, 0.8623256, 994, 130
2120, 0.8771344, 1125, 140
2120, 0.883704, 1124, 150
