2, 0.00969017, 1000, 1
290, 0.1486307, 514, 10
280, 0.29526972, 514, 20
270, 0.44141082, 514, 30
260, 0.58730296, 514, 40
265, 0.6753402, 555, 50
260, 0.75396352, 605, 60
2035, 0.7939449, 662, 70
2040, 0.8316168, 728, 80
2080, 0.8668144, 793, 90
2100, 0.8887034, 859, 100
2100, 0.8976494, 925, 110
2195, 0.9157752, 991, 120
2170, 0.94626034, 1056, 130
2120, 0.93477645, 1122, 140
2200, 0.97386352, 1188, 150
