"bandwidth","cpu_delay","distance_delay","ratio","batch_size"
"2000000","300","256","0.0039637008448941274","1"
"500000","300","256","0.0039603960396039604","1"
"1250000","50","64","0.0037993386336452545","1"
"1500000","0","32","0.003703940032025864","30"
"2250000","250","256","0.0034968091616400035","1"
"2500000","300","256","0.0032311861580154263","1"
"1000000","300","256","0.0032298395499062303","1"
"2500000","250","256","0.003147128245476003","1"
"1500000","300","256","0.003127280308558324","1"
"1000000","250","256","0.003060778312199388","1"
"1250000","300","256","0.0030220925385577324","1"
"500000","250","256","0.0028846153846153848","1"
"2250000","300","256","0.002815432742440042","1"
"750000","300","256","0.0026044379622877385","1"
"1250000","250","256","0.002449479485609308","1"
"250000","300","256","0.002187955824130027","1"
"1750000","300","256","0.0021856786011656953","1"
"2000000","250","256","0.002010665267943002","1"
"250000","150","128","0.0018698384667324573","1"
"250000","250","256","0.0013105014852350166","1"
"1250000","150","128","0.00114125641956736","1"
"1000000","500","512","0.001048951048951049","1"
"1000000","150","128","0.0009860397529710934","1"
"1500000","450","512","0.0009525321479599936","1"
"750000","500","512","0.0008736676568233444","1"
"1500000","500","512","0.0008736676568233444","1"
"750000","150","128","0.0007263671266991802","1"
"2250000","500","512","0.0006988120195667365","1"
"500000","450","512","0.0006351222610352493","1"
"1750000","500","512","0.0005246589716684155","1"
"1250000","500","512","0.0005243838489774515","1"
"2000000","450","512","0.0004760393525864805","1"
"2500000","500","512","0.00017461148943600488","1"
"500000","500","512","0.0","1"
"250000","450","512","-0.00015865460891638903","1"
"1500000","150","128","-0.00020759809009757111","1"
"1750000","450","512","-0.0006349206349206349","1"
"500000","150","128","-0.0010378827192527244","1"
"2250000","150","128","-0.0010378827192527244","1"
"1750000","150","128","-0.0012469475762456486","1"
"750000","450","512","-0.0012694382735639479","1"
"2250000","450","512","-0.0012698412698412698","1"
"1000000","450","512","-0.0014285714285714286","1"
"2000000","150","128","-0.0015032137673647108","1"
"2500000","450","512","-0.0015870496746548167","1"
"2000000","500","512","-0.0017497812773403325","1"
"1500000","100","64","-0.0018544592877502662","1"
"500000","100","64","-0.001855160093445101","1"
"1250000","450","512","-0.001904157410345922","1"
"1250000","100","64","-0.0019574175824175824","1"
"250000","100","64","-0.0019925109072795356","1"
"2000000","100","64","-0.0020242220468658866","1"
"2500000","150","128","-0.002283223496445436","1"
"1750000","100","64","-0.0028838231255149684","1"
"2250000","100","64","-0.0031257513825438807","1"
"500000","400","256","-0.0031922276197085355","1"
"1000000","100","64","-0.0035717965449737266","1"
"750000","100","64","-0.003603912819632744","1"
"2000000","350","128","-0.003801377999524828","1"
"250000","200","128","-0.003850914592215651","1"
"2500000","100","64","-0.0038800947704563404","1"
"1500000","400","256","-0.004021633615309943","1"
"500000","200","128","-0.004127115146512587","1"
"2500000","400","256","-0.004162619675315666","1"
"1750000","400","256","-0.004163775156141568","1"
"750000","400","256","-0.00430435990002777","1"
"1000000","350","128","-0.0043958655102768205","1"
"1250000","350","128","-0.00463403041825095","1"
"1250000","200","128","-0.004882073849962181","1"
"1750000","350","128","-0.004986346907277692","1"
"1000000","400","256","-0.004996530187369882","1"
"750000","200","128","-0.005362298913790733","1"
"250000","50","32","-0.005381983252231029","1"
"2000000","400","256","-0.005412156536219817","1"
"250000","400","256","-0.005413659078289839","1"
"1750000","200","128","-0.0054306729909947065","1"
"2250000","400","256","-0.005549389567147614","1"
"1000000","350","256","-0.005555555555555556","1"
"2000000","350","256","-0.005555555555555556","1"
"2500000","450","128","-0.005555555555555556","1"
"1500000","250","128","-0.005555555555555556","1"
"1000000","200","128","-0.0057072130922093105","1"
"500000","350","128","-0.005707491082045184","1"
"2250000","400","128","-0.005826558265582656","1"
"1250000","400","256","-0.005829285218598196","1"
"2250000","200","128","-0.0060501890684083875","1"
"500000","300","128","-0.006068710141946101","1"
"250000","350","128","-0.006177973149578234","1"
"1500000","400","128","-0.006233062330623307","1"
"2500000","200","128","-0.006327372764786795","1"
"500000","350","256","-0.0064017393405000605","1"
"2500000","350","256","-0.006522526875226476","1"
"750000","400","128","-0.006639566395663957","1"
"1500000","200","128","-0.006738173817381738","1"
"250000","300","128","-0.006786632390745501","1"
"750000","450","256","-0.006790123456790123","1"
"1500000","350","256","-0.006885721188692921","1"
"2000000","200","128","-0.0069430123049426","1"
"250000","450","256","-0.006944444444444444","1"
"750000","450","128","-0.006944444444444444","1"
"500000","450","256","-0.0070987654320987656","1"
"2500000","350","128","-0.007116593523899893","1"
"750000","350","128","-0.0071301247771836","1"
"2250000","450","256","-0.007253086419753086","1"
"1250000","350","256","-0.0073689296931626","1"
"2000000","450","256","-0.007561728395061728","1"
"1500000","300","128","-0.007610037021801728","1"
"250000","350","256","-0.007611453425154041","1"
"750000","150","64","-0.007764213107217653","1"
"1750000","500","256","-0.007803017166637767","1"
"1500000","500","256","-0.00781114389862871","1"
"1000000","450","256","-0.00787037037037037","1"
"1750000","450","256","-0.00787037037037037","1"
"500000","50","32","-0.007920417840698234","1"
"1500000","450","256","-0.008024691358024692","1"
"2500000","250","64","-0.008029752345532923","1"
"2500000","0","16","-0.008045373500038285","30"
"250000","150","64","-0.008124680633622892","1"
"2250000","500","256","-0.008152645273200346","1"
"1500000","150","64","-0.008274171305991113","1"
"2000000","150","64","-0.00827628486768162","1"
"500000","500","256","-0.008327550312283136","1"
"1500000","50","32","-0.008477048477048476","1"
"1250000","450","256","-0.008487654320987654","1"
"1750000","350","256","-0.00857487922705314","1"
"500000","150","64","-0.00857930752732101","1"
"1000000","50","32","-0.008583985716247768","1"
"1250000","50","32","-0.008616250729463459","1"
"1750000","150","64","-0.008631697226620359","1"
"2500000","450","256","-0.008641975308641974","1"
"2250000","350","128","-0.008670863522983727","1"
"1500000","350","128","-0.008786511517454286","1"
"2000000","500","256","-0.008852629751779206","1"
"1500000","500","128","-0.008922558922558922","1"
"250000","50","16","-0.008922967310726221","1"
"1000000","150","64","-0.008933129147524248","1"
"250000","500","256","-0.009019947961838682","1"
"750000","50","32","-0.009101212350173438","1"
"2000000","50","32","-0.009127406238204714","1"
"1250000","500","256","-0.009191814082552896","1"
"2500000","150","64","-0.009194462890126168","1"
"2000000","400","128","-0.00921409214092141","1"
"1000000","450","128","-0.009259259259259259","1"
"500000","250","64","-0.009294465568229826","1"
"1750000","50","32","-0.009332807219200878","1"
"500000","400","128","-0.00934959349593496","1"
"1750000","250","64","-0.009467455621301775","1"
"1000000","500","256","-0.00953371468192061","1"
"750000","500","256","-0.009537020981446159","1"
"500000","450","128","-0.009567901234567902","1"
"1000000","250","128","-0.009658119658119657","1"
"250000","250","128","-0.009659770901008719","1"
"2000000","250","128","-0.009743589743589744","1"
"2250000","150","64","-0.009801919542577088","1"
"2000000","250","64","-0.010131712259371834","1"
"250000","250","64","-0.010141130736077072","1"
"2250000","50","32","-0.010239259068690507","1"
"1250000","150","64","-0.010260860687120323","1"
"750000","250","64","-0.010386758993413275","1"
"1000000","250","64","-0.01047562727042325","1"
"1000000","300","128","-0.01048951048951049","1"
"1750000","250","128","-0.0105982905982906","1"
"250000","200","64","-0.010636856368563685","1"
"2250000","350","256","-0.010750090590651044","1"
"750000","350","256","-0.010752688172043012","1"
"750000","500","128","-0.010774410774410775","1"
"250000","450","128","-0.010956790123456791","1"
"2250000","250","128","-0.011025641025641025","1"
"2500000","50","32","-0.0110783372204692","1"
"250000","500","128","-0.011111111111111112","1"
"1750000","300","128","-0.01120937885643768","1"
"500000","250","128","-0.011367521367521368","1"
"2500000","250","128","-0.011367521367521368","1"
"1750000","400","128","-0.011382113821138212","1"
"2000000","300","128","-0.01141388174807198","1"
"750000","250","128","-0.011452991452991453","1"
"2250000","450","128","-0.011574074074074073","1"
"750000","300","128","-0.011620732208967503","1"
"1250000","250","64","-0.01165146909827761","1"
"1750000","200","64","-0.011653116531165311","1"
"2500000","300","128","-0.011719954765086872","1"
"1250000","250","128","-0.011794871794871795","1"
"2000000","200","64","-0.011924119241192412","1"
"500000","200","64","-0.011991869918699187","1"
"250000","400","128","-0.012195121951219513","1"
"1250000","300","128","-0.012240279777823493","1"
"1500000","250","64","-0.012328998479986489","1"
"1000000","400","128","-0.012466124661246613","1"
"2250000","300","128","-0.012539829376092096","1"
"1250000","200","64","-0.012601626016260163","1"
"1000000","300","64","-0.012626262626262626","1"
"2250000","500","128","-0.012626262626262626","1"
"1000000","200","64","-0.012669376693766938","1"
"2500000","500","128","-0.012794612794612794","1"
"500000","300","64","-0.01292929292929293","1"
"2500000","500","256","-0.012998266897746967","1"
"250000","300","64","-0.013030303030303031","1"
"750000","300","64","-0.013232323232323233","1"
"500000","500","128","-0.0132996632996633","1"
"1500000","300","64","-0.013333333333333334","1"
"1500000","200","64","-0.013346883468834688","1"
"1250000","400","128","-0.013414634146341463","1"
"2000000","450","128","-0.013425925925925926","1"
"1750000","450","128","-0.013580246913580247","1"
"250000","400","64","-0.013685636856368564","1"
"1000000","400","64","-0.013685636856368564","1"
"2250000","200","64","-0.013685636856368564","1"
"750000","200","64","-0.013685636856368564","1"
"1000000","350","64","-0.013711583924349883","1"
"250000","350","64","-0.013829787234042552","1"
"1250000","300","64","-0.013838383838383839","1"
"2500000","300","64","-0.013939393939393939","1"
"750000","350","64","-0.014184397163120567","1"
"500000","50","16","-0.014246261619291392","1"
"1000000","500","64","-0.01430976430976431","1"
"750000","50","16","-0.014393939393939395","1"
"750000","100","32","-0.014428939168134399","1"
"500000","500","64","-0.014478114478114479","1"
"500000","400","64","-0.014498644986449864","1"
"2500000","400","128","-0.014498644986449864","1"
"1500000","450","128","-0.014506172839506172","1"
"500000","350","64","-0.014657210401891253","1"
"2500000","200","64","-0.01470189701897019","1"
"2250000","250","64","-0.014771672153287752","1"
"1250000","500","128","-0.014814814814814815","1"
"250000","100","16","-0.014959491713450096","1"
"750000","400","64","-0.015176151761517615","1"
"250000","100","32","-0.015210027100271003","1"
"250000","150","16","-0.015252525252525252","1"
"1250000","450","128","-0.015277777777777777","1"
"250000","500","64","-0.01531986531986532","1"
"1250000","350","64","-0.015366430260047281","1"
"1500000","350","64","-0.015484633569739953","1"
"1750000","350","64","-0.015484633569739953","1"
"1500000","400","64","-0.015718157181571817","1"
"2250000","300","64","-0.01575757575757576","1"
"2500000","350","64","-0.015839243498817965","1"
"2000000","400","64","-0.015989159891598916","1"
"1000000","500","128","-0.015993265993265993","1"
"1250000","50","16","-0.016178451178451177","1"
"250000","200","16","-0.016198125836680052","1"
"250000","450","64","-0.016317733990147784","1"
"2000000","300","64","-0.016464646464646463","1"
"1000000","50","16","-0.016531986531986533","1"
"500000","400","16","-0.016666666666666666","1"
"1500000","100","32","-0.016697148276095645","1"
"1500000","50","16","-0.0168013468013468","1"
"1750000","500","64","-0.016835016835016835","1"
"1750000","500","128","-0.016835016835016835","1"
"1750000","100","32","-0.016867061812023708","1"
"250000","150","32","-0.01691919191919192","1"
"2000000","500","128","-0.017003367003367003","1"
"2250000","400","64","-0.01707317073170732","1"
"1000000","100","32","-0.017106466583110328","1"
"1750000","300","64","-0.017272727272727273","1"
"2000000","100","32","-0.017306780464675202","1"
"2000000","500","64","-0.01734006734006734","1"
"500000","450","64","-0.017371252882398155","1"
"500000","200","16","-0.01746987951807229","1"
"250000","200","32","-0.01747849061716686","1"
"1250000","100","32","-0.017543859649122806","1"
"1250000","400","64","-0.017615176151761516","1"
"1750000","50","16","-0.017626262626262625","1"
"2250000","100","32","-0.017646660344126812","1"
"2500000","50","16","-0.017727272727272727","1"
"500000","250","16","-0.017845117845117844","1"
"750000","500","64","-0.017845117845117844","1"
"500000","100","32","-0.01785230352303523","1"
"250000","250","16","-0.0180976430976431","1"
"750000","250","16","-0.0180976430976431","1"
"2000000","50","16","-0.018333333333333333","1"
"500000","150","16","-0.018434343434343435","1"
"2000000","350","64","-0.018557919621749408","1"
"2500000","100","32","-0.018596301063613575","1"
"2250000","50","16","-0.018602693602693603","1"
"2500000","400","64","-0.01883468834688347","1"
"1500000","500","64","-0.019023569023569022","1"
"250000","250","32","-0.019107744107744108","1"
"250000","300","16","-0.01919191919191919","1"
"2500000","500","64","-0.01919191919191919","1"
"2250000","500","64","-0.01936026936026936","1"
"1750000","400","64","-0.01937669376693767","1"
"2250000","350","64","-0.01950354609929078","1"
"250000","350","32","-0.019739952718676124","1"
"750000","150","16","-0.02","1"
"250000","350","16","-0.02009456264775414","1"
"500000","150","32","-0.020202020202020204","1"
"1250000","500","64","-0.020202020202020204","1"
"500000","100","16","-0.020219293833618347","1"
"750000","150","32","-0.020303030303030302","1"
"500000","200","32","-0.020995597697257028","1"
"750000","300","16","-0.021111111111111112","1"
"500000","300","32","-0.021616161616161617","1"
"250000","400","16","-0.02168021680216802","1"
"2500000","200","32","-0.02174207531834191","1"
"1000000","150","16","-0.02181818181818182","1"
"1250000","200","32","-0.021942299878098336","1"
"250000","400","32","-0.02195121951219512","1"
"1000000","200","32","-0.02207774617364215","1"
"500000","300","16","-0.02212121212121212","1"
"1000000","150","32","-0.022222222222222223","1"
"250000","500","32","-0.02239057239057239","1"
"1250000","150","32","-0.022727272727272728","1"
"1000000","100","16","-0.022757697456492636","1"
"2000000","200","32","-0.02282579246816581","1"
"250000","300","32","-0.02282828282828283","1"
"750000","450","64","-0.02284225049823701","1"
"1250000","150","16","-0.02297979797979798","1"
"1500000","200","32","-0.023092029525292882","1"
"500000","400","32","-0.023170731707317073","1"
"1500000","150","16","-0.023282828282828284","1"
"2000000","100","16","-0.023326639892904955","1"
"1000000","200","16","-0.023427041499330656","1"
"1500000","150","32","-0.023434343434343436","1"
"1250000","200","16","-0.023493975903614458","1"
"750000","100","16","-0.023502628142890624","1"
"750000","350","16","-0.023522458628841607","1"
"2500000","150","32","-0.023686868686868687","1"
"1000000","450","64","-0.02373296585515235","1"
"1250000","100","16","-0.023795180722891565","1"
"1750000","200","32","-0.023903033586132178","1"
"750000","500","16","-0.023905723905723906","1"
"1000000","250","16","-0.023905723905723906","1"
"1500000","250","16","-0.023905723905723906","1"
"1750000","150","32","-0.023989898989898988","1"
"750000","200","16","-0.024029451137884874","1"
"1500000","200","16","-0.024096385542168676","1"
"750000","400","32","-0.024119241192411923","1"
"750000","200","32","-0.02418043890544568","1"
"250000","500","16","-0.02441077441077441","1"
"2000000","150","16","-0.024595959595959595","1"
"750000","300","32","-0.024747474747474747","1"
"500000","350","16","-0.024940898345153666","1"
"500000","250","32","-0.025","1"
"1750000","150","16","-0.02515151515151515","1"
"2000000","200","16","-0.025167336010709505","1"
"2500000","100","16","-0.025234270414993307","1"
"1750000","100","16","-0.025502008032128515","1"
"2250000","100","16","-0.025568942436412317","1"
"1500000","100","16","-0.025568942436412317","1"
"500000","500","16","-0.02558922558922559","1"
"750000","400","16","-0.025745257452574527","1"
"750000","250","32","-0.025757575757575757","1"
"1500000","300","16","-0.02595959595959596","1"
"1250000","250","32","-0.026094276094276093","1"
"500000","350","32","-0.02624113475177305","1"
"2000000","150","32","-0.026515151515151516","1"
"2250000","150","16","-0.026565656565656567","1"
"1250000","250","16","-0.0265993265993266","1"
"1000000","300","16","-0.02666666666666667","1"
"1250000","300","16","-0.02666666666666667","1"
"1250000","350","16","-0.026713947990543736","1"
"2250000","250","32","-0.026851851851851852","1"
"1750000","250","32","-0.02727272727272727","1"
"500000","500","32","-0.02744107744107744","1"
"2000000","250","32","-0.027609427609427608","1"
"1000000","400","16","-0.027777777777777776","1"
"1000000","300","32","-0.02808080808080808","1"
"1500000","250","32","-0.028114478114478113","1"
"1750000","200","16","-0.02817938420348059","1"
"2500000","200","16","-0.02817938420348059","1"
"2250000","150","32","-0.028383838383838383","1"
"750000","500","32","-0.028451178451178453","1"
"1500000","450","64","-0.02869790871622653","1"
"2250000","200","16","-0.028781793842034806","1"
"1250000","300","32","-0.02878787878787879","1"
"1000000","350","32","-0.029196217494089835","1"
"2500000","150","16","-0.029343434343434345","1"
"1000000","250","32","-0.029545454545454545","1"
"750000","350","32","-0.02966903073286052","1"
"1500000","350","32","-0.02966903073286052","1"
"1500000","350","16","-0.030260047281323876","1"
"1250000","450","64","-0.030515715593530668","1"
"1500000","300","32","-0.031212121212121212","1"
"1000000","500","16","-0.031313131313131314","1"
"2500000","250","32","-0.031397306397306396","1"
"1250000","350","32","-0.03144208037825059","1"
"2500000","450","64","-0.031478102189781025","1"
"1750000","250","16","-0.03156565656565657","1"
"1000000","350","16","-0.03167848699763593","1"
"1250000","500","32","-0.031818181818181815","1"
"2500000","250","16","-0.031902356902356904","1"
"2000000","250","16","-0.031902356902356904","1"
"2250000","350","32","-0.031914893617021274","1"
"2500000","300","32","-0.03191919191919192","1"
"1500000","400","32","-0.03197831978319783","1"
"2250000","350","16","-0.032033096926713946","1"
"2000000","300","16","-0.03212121212121212","1"
"1750000","450","64","-0.03234172387490465","1"
"1000000","400","32","-0.03238482384823848","1"
"1250000","400","32","-0.032520325203252036","1"
"1250000","400","16","-0.032791327913279135","1"
"2500000","300","16","-0.032929292929292926","1"
"2000000","350","16","-0.03309692671394799","1"
"2500000","350","16","-0.03309692671394799","1"
"2500000","350","32","-0.03309692671394799","1"
"2250000","450","64","-0.03344990117074654","1"
"1250000","500","16","-0.033501683501683505","1"
"2000000","450","64","-0.03351614868982328","1"
"1750000","300","16","-0.03363636363636364","1"
"2250000","250","16","-0.03367003367003367","1"
"1750000","300","32","-0.03393939393939394","1"
"1500000","400","16","-0.034417344173441736","1"
"2000000","400","16","-0.034417344173441736","1"
"1750000","350","16","-0.03486997635933806","1"
"2250000","200","32","-0.03501998238840344","1"
"2250000","300","16","-0.03515151515151515","1"
"1000000","500","32","-0.03535353535353535","1"
"2250000","300","32","-0.03585858585858586","1"
"2500000","400","32","-0.03590785907859079","1"
"2000000","300","32","-0.03696969696969697","1"
"2250000","400","16","-0.03834688346883469","1"
"2000000","500","16","-0.03855218855218855","1"
"2000000","500","32","-0.03888888888888889","1"
"2000000","350","32","-0.03912529550827423","1"
"1750000","350","32","-0.03983451536643026","1"
"2500000","400","16","-0.03983739837398374","1"
"1750000","400","16","-0.04024390243902439","1"
"2000000","400","32","-0.04024390243902439","1"
"2250000","400","32","-0.04037940379403794","1"
"1500000","500","32","-0.04090909090909091","1"
"1500000","500","16","-0.04141414141414142","1"
"1750000","500","16","-0.041750841750841754","1"
"1750000","500","32","-0.042255892255892255","1"
"1750000","400","32","-0.04254742547425474","1"
"250000","450","16","-0.043243243243243246","1"
"2250000","500","16","-0.04393939393939394","1"
"2500000","500","16","-0.044444444444444446","1"
"500000","450","16","-0.045195195195195194","1"
"2500000","500","32","-0.046464646464646465","1"
"2250000","500","32","-0.04663299663299663","1"
"500000","450","32","-0.0478978978978979","1"
"250000","450","32","-0.0481981981981982","1"
"1000000","450","16","-0.0484984984984985","1"
"1500000","450","16","-0.0484984984984985","1"
"750000","450","16","-0.048948948948948946","1"
"1250000","450","16","-0.0506006006006006","1"
"2000000","450","16","-0.0509009009009009","1"
"2250000","450","16","-0.0557057057057057","1"
"2500000","450","16","-0.05675675675675676","1"
"750000","450","32","-0.057057057057057055","1"
"1750000","450","16","-0.057207207207207206","1"
"1000000","450","32","-0.05960960960960961","1"
"1500000","450","32","-0.06126126126126126","1"
"1250000","450","32","-0.06636636636636636","1"
"1750000","450","32","-0.06651651651651652","1"
"2000000","450","32","-0.06696696696696697","1"
"2500000","450","32","-0.06726726726726727","1"
"2250000","450","32","-0.07327327327327328","1"
