"bandwidth","cpu_delay","distance_delay","ratio","batch_size"
"2250000","300","1024","0.034522572451218106","1"
"250000","500","2048","0.03448955459203784","1"
"2000000","150","512","0.034387737527986684","1"
"2500000","300","1024","0.034308081970987794","1"
"1000000","300","1024","0.034212648312406405","1"
"250000","300","1024","0.034025374855824686","1"
"750000","300","1024","0.0339548802946593","1"
"750000","150","512","0.03391289378550525","1"
"1500000","300","1024","0.033747984335406586","1"
"1750000","0","32","0.033346603727084874","30"
"1000000","150","512","0.03297523984603895","1"
"2000000","300","1024","0.03282275711159737","1"
"1250000","150","512","0.03267786504615032","1"
"250000","150","512","0.032548278035642655","1"
"1750000","150","512","0.03239307418873982","1"
"500000","300","1024","0.03233229777931193","1"
"2500000","150","512","0.03121055651176133","1"
"1750000","300","1024","0.030606374410309514","1"
"1250000","350","1024","0.029789487620812922","1"
"1000000","350","1024","0.028707500992194736","1"
"500000","350","1024","0.02868473231989425","1"
"250000","350","1024","0.028654430212597386","1"
"1500000","350","1024","0.027305104867431738","1"
"2000000","350","1024","0.02730150356106568","1"
"1750000","350","1024","0.02625676210581871","1"
"750000","350","1024","0.025201213880459164","1"
"1250000","100","256","0.024647496391695348","1"
"2000000","200","512","0.02454943261885337","1"
"500000","200","512","0.024484344858287578","1"
"2250000","350","1024","0.024393459915611815","1"
"1500000","200","512","0.02433776062922015","1"
"750000","100","256","0.024137420405745593","1"
"2500000","100","256","0.024095495029380243","1"
"500000","400","1024","0.02401193139448173","1"
"250000","50","128","0.023929657935742376","1"
"2500000","350","1024","0.023856596810333464","1"
"1000000","50","128","0.023822766036336672","1"
"250000","400","1024","0.02356801909307876","1"
"250000","200","512","0.023509344408187482","1"
"500000","100","256","0.023364140480591496","1"
"1000000","200","512","0.023283405012605667","1"
"250000","100","256","0.023241182783760778","1"
"1750000","100","256","0.02312010636726252","1"
"1500000","100","256","0.0230692447040556","1"
"2250000","100","256","0.02289285846370058","1"
"2000000","50","128","0.022857988275109573","1"
"1250000","400","1024","0.022788203753351208","1"
"2000000","100","256","0.022755864722859467","1"
"500000","50","128","0.02254678736047093","1"
"1500000","400","1024","0.022486969471332836","1"
"1750000","50","128","0.022408601355969778","1"
"2500000","400","1024","0.021871745276000595","1"
"2250000","200","512","0.02183729365608113","1"
"250000","0","32","0.02181325844950356","50"
"250000","0","64","0.021799284297859732","50"
"1000000","100","256","0.021702961511443044","1"
"500000","0","32","0.0216758625562066","50"
"2500000","50","128","0.021674803965083592","1"
"1250000","0","16","0.021658319948807608","50"
"500000","0","16","0.021652924204509715","50"
"1000000","0","16","0.021649387037486482","50"
"750000","0","32","0.021640937287772506","50"
"750000","0","16","0.021639385109040135","50"
"1250000","200","512","0.021623222748815167","1"
"1000000","0","32","0.021605022674961828","50"
"250000","0","128","0.021590572359873265","50"
"500000","0","64","0.021584799706459486","50"
"2500000","200","512","0.021560346743720826","1"
"250000","0","16","0.02152934472934473","50"
"2000000","400","1024","0.021470105859549723","1"
"1500000","0","16","0.02143862005262614","50"
"750000","400","1024","0.021004022046774914","1"
"1750000","400","1024","0.020994639666468137","1"
"750000","50","128","0.02095393094264948","1"
"750000","200","512","0.020893531895976883","1"
"1250000","50","128","0.020660241497729034","1"
"1500000","50","128","0.0204579475522537","1"
"2250000","400","1024","0.0202350840648713","1"
"1000000","400","1024","0.020220041629497473","1"
"2500000","450","1024","0.019797038762269174","1"
"1750000","200","512","0.019770455386893742","1"
"1750000","450","1024","0.0196078431372549","1"
"750000","0","64","0.019226970935444173","50"
"1500000","450","1024","0.019109338650714524","1"
"2250000","50","128","0.01884946276261862","1"
"1750000","0","16","0.018398680618359226","50"
"1000000","450","1024","0.018115339870367293","1"
"1250000","450","1024","0.017940199335548173","1"
"2250000","450","1024","0.017765233272455588","1"
"1250000","250","512","0.017665270442542343","1"
"2000000","250","512","0.017665270442542343","1"
"1500000","250","512","0.017575812767507512","1"
"250000","0","256","0.017314951583784672","50"
"1750000","250","512","0.01673487949067758","1"
"500000","450","1024","0.01659475605708596","1"
"2500000","250","512","0.016487520495536527","1"
"1000000","500","1024","0.01645940014630578","1"
"750000","450","1024","0.015930965814802522","1"
"1250000","500","1024","0.0157393850658858","1"
"750000","500","1024","0.01572787125091441","1"
"2500000","500","1024","0.015556368960468522","1"
"250000","450","1024","0.015433123133089944","1"
"500000","500","1024","0.015370539798719121","1"
"750000","250","512","0.015279672578444748","1"
"1000000","250","512","0.015187340851218626","1"
"1750000","500","1024","0.014990859232175503","1"
"250000","500","1024","0.014643968515467691","1"
"2000000","500","1024","0.014633254069873787","1"
"2250000","500","1024","0.014622555291537196","1"
"500000","250","512","0.014346681194951421","1"
"250000","250","512","0.013905298554939561","1"
"2250000","250","512","0.013718542745525574","1"
"1500000","300","512","0.013700107874865156","1"
"1250000","0","32","0.013457292716854478","50"
"2000000","450","1024","0.013412816691505217","1"
"1500000","500","1024","0.012972775443084231","1"
"1500000","400","512","0.012767768477798268","1"
"750000","400","512","0.0125","1"
"250000","150","256","0.012482513720004305","1"
"500000","300","512","0.01207416990081932","1"
"2250000","150","256","0.011994406196213425","1"
"1000000","0","64","0.011964869351438598","30"
"1750000","400","512","0.011928429423459244","1"
"2500000","300","512","0.011866235167206042","1"
"1750000","150","256","0.011830501183050119","1"
"2000000","150","256","0.011657891909315569","1"
"2500000","400","512","0.011646073000994177","1"
"1000000","300","512","0.011542610571736785","1"
"2000000","300","512","0.011443376875742201","1"
"1000000","400","512","0.011347517730496455","1"
"750000","300","512","0.011318314110164924","1"
"250000","300","512","0.01121535641108595","1"
"500000","400","512","0.011212035197275049","1"
"500000","150","256","0.011167785234899329","1"
"1250000","400","512","0.011065399347425167","1"
"2500000","150","256","0.010965973230124174","1"
"2000000","0","16","0.010956093019970045","40"
"750000","150","256","0.01091221845938827","1"
"1000000","150","256","0.010847384813661261","1"
"1250000","150","256","0.010691452210820395","1"
"1750000","300","512","0.010677308024158758","1"
"2250000","400","512","0.010641316685584563","1"
"250000","400","512","0.010511363636363636","1"
"2500000","200","256","0.010038173335218436","1"
"2250000","300","512","0.00980392156862745","1"
"2000000","400","512","0.009652235628105039","1"
"1500000","200","256","0.009544683257918553","1"
"1500000","150","256","0.009440540685511988","1"
"1250000","300","512","0.00914962325080732","1"
"1500000","350","512","0.009121579407722104","1"
"250000","350","512","0.008989886377824947","1"
"2500000","350","512","0.008612081877184223","1"
"1250000","350","512","0.008240729179672867","1"
"1000000","200","256","0.008192090395480226","1"
"1750000","200","256","0.008115737473535639","1"
"250000","200","256","0.008054260279779568","1"
"2000000","200","256","0.007982480926815484","1"
"250000","100","128","0.0079644770228362","1"
"500000","350","512","0.007859281437125748","1"
"2250000","350","512","0.007856341189674524","1"
"2250000","200","256","0.007699371335734972","1"
"750000","200","256","0.007407930012699309","1"
"2500000","100","128","0.007324975348640654","1"
"1000000","350","512","0.007111665626949469","1"
"1500000","100","128","0.00710517059444249","1"
"2250000","0","16","0.007053216130838982","40"
"500000","200","256","0.006986098369910381","1"
"1250000","200","256","0.0067753546474698285","1"
"750000","100","128","0.00675818373812038","1"
"2250000","100","128","0.00671967351533915","1"
"750000","350","512","0.006482982171799027","1"
"500000","0","128","0.006379327241938093","40"
"1000000","100","128","0.0062656200499841596","1"
"250000","50","64","0.006149279050042409","1"
"1750000","100","128","0.006124172884696607","1"
"1750000","50","64","0.006040540302555342","1"
"1250000","100","128","0.005945679707289615","1"
"2000000","50","64","0.005934038844183057","1"
"2250000","50","64","0.005804238853223112","1"
"2000000","350","512","0.005735660847880299","1"
"750000","50","64","0.005686219280332371","1"
"500000","100","128","0.005667617136621255","1"
"2000000","100","128","0.0056654233232458304","1"
"1750000","350","512","0.005606777971592325","1"
"1000000","50","64","0.005525542435813962","1"
"500000","50","64","0.005389126644476145","1"
"2500000","50","64","0.0051038366772263285","1"
"1750000","250","256","0.004987749387469373","1"
"250000","500","512","0.004736011226100684","1"
"1500000","50","64","0.004731666989147069","1"
"750000","250","256","0.004724822819144282","1"
"1500000","250","256","0.004467414155571128","1"
