0, 6.5696E-4, 0.0, 0.0, 1
0, 0.0065696, 0.0, 0.0, 10
0, 0.0131392, 0.0, 0.0, 20
450, 0.3207373, 613.7666666666667, 15.0, 30
450, 0.34068715, 759.925, 11.249999999999998, 40
800, 0.59588722, 552.7799999999999, 16.479999999999997, 50
850, 0.6317081, 627.1999999999999, 14.166666666666666, 60
850, 0.6399802, 708.0142857142857, 12.142857142857144, 70
1050, 0.75770518, 692.8875, 13.125, 80
1050, 0.76396638, 767.033333333333, 11.666666666666666, 90
1100, 0.83034124, 791.67, 11.0, 100
1100, 0.83566604, 858.0727272727273, 10.0, 110
1100, 0.83576268, 929.1583333333333, 9.166666666666666, 120
1125, 0.86950405, 955.8, 8.653846153846146, 130
1125, 0.87579965, 1019.0785714285714, 8.035714285714285, 140
1200, 0.90844016, 1061.1266666666668, 8.0, 150
